image_path,label_id,label_name,split,included,source_dataset,source_image_id,crop_x1,crop_y1,crop_x2,crop_y2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:7,0.0,7.56,423.44,318.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:9,471.4,1640.92,813.6,2222.08
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:10,903.08,1033.36,1307.92,1738.64
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:11,1520.8,233.92,1973.2,1076.08
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:12,363.48,1955.88,994.52,3024.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:13,1161.68,1062.48,1862.32,2418.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:14,2471.48,233.24,2812.52,809.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:15,3080.24,784.44,3424.76,1314.56
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:16,2572.36,1008.64,3219.64,2217.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:17,3441.52,1728.04,4028.48,2727.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,4,roof,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:18,0.0,0.0,2161.8,2649.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,4,roof,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:19,2359.16,0.0,3951.84,1262.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:20,0.0,0.0,2402.48,3024.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:21,0.0,0.0,858.96,979.68
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:22,2063.68,0.0,4032.0,3024.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1407 (2).JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1407 (2).JPG2469403:23,3072.92,0.0,4032.0,846.56
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1403.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1403.JPG4749409:1,1745.2,0.0,2916.8,3047.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1403.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1403.JPG4749409:2,0.0,0.0,1427.32,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1403.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1403.JPG4749409:3,936.88,0.0,3024.0,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:1,0.0,0.0,1355.08,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:5,538.56,1278.96,849.44,1961.04
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:6,223.96,2506.56,587.04,3310.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:9,1239.32,251.84,1524.68,921.16
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:10,1059.44,1227.28,1415.56,1991.72
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:11,812.52,2508.68,1254.48,3383.32
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:12,1713.88,283.8,2020.12,910.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:13,2303.08,188.6,2649.92,600.4
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:14,1472.52,2588.48,1885.48,3480.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:15,2239.4,2521.56,2726.6,3615.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,9,door,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:16,1647.16,1275.32,1963.84,1966.68
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,9,door,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:17,2254.24,1011.4,2685.76,1759.6
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,4,roof,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:18,0.0,0.0,1249.24,976.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:24,6.0,1862.08,412.0,2324.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:25,1203.12,1737.68,1737.88,2235.32
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:26,1641.08,1732.72,1987.92,2302.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:27,1868.0,1516.08,2564.0,2123.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:28,2473.72,1516.36,2782.28,2192.64
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:30,1184.4,2108.68,1990.6,2345.32
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:31,1840.6,1950.12,2803.4,2252.88
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:32,491.64,0.0,1700.36,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1370.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1370.JPG3238496:33,1029.32,0.0,3024.0,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,4,roof,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:1,1864.64,0.0,3024.0,1113.6
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:2,1017.72,2023.92,2109.28,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:3,1865.24,31.56,2238.76,806.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:4,2432.44,718.28,2730.56,1308.72
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:5,2044.28,1003.64,2547.72,1980.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:6,2673.56,1578.08,3013.44,2272.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:7,2398.32,2571.64,3024.0,3867.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:9,0.0,0.0,3024.0,4032.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1387.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1387.JPG3038971:10,966.8,89.72,1709.2,1413.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:3,156.24,1019.28,471.76,1725.72
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,9,door,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:4,791.88,1011.88,1359.12,2217.12
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:5,1869.52,788.52,2311.48,1723.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:7,3295.88,880.0,3834.12,1808.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:10,9.08,0.0,152.92,913.72
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:11,2750.36,0.0,3049.64,2734.64
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:12,0.0,0.0,3046.32,2731.04
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:13,2891.88,0.0,4032.0,2740.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:17,208.52,0.0,1462.48,623.88
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:18,1328.44,0.0,1713.56,614.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:19,187.16,333.48,1750.84,761.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:21,3084.2,0.0,3936.8,471.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1389 (2).JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1389 (2).JPG2948272:22,3094.08,300.52,3933.92,655.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:1,44.72,234.8,817.28,2108.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:2,1345.0,647.92,1809.0,2041.08
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:3,0.0,0.0,2304.16,3952.8
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,0,wall,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:4,1803.92,0.0,3024.0,3385.8
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:5,2288.28,693.04,2936.72,2040.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1380.JPG,3,ceiling,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1380.JPG2586079:6,1260.8,0.0,2583.2,285.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:1,898.8,706.64,1380.2,1074.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:2,1836.48,938.0,2351.52,1286.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:3,732.04,1295.48,1586.96,2187.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:4,2192.28,1585.12,3024.0,2438.88
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,8,window,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:5,431.96,3728.6,1984.04,4024.4
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/17_TangChiNgongBuilding/Exterior/train/IMG_1410.JPG,4,roof,train,true,HBD,17_TangChiNgongBuilding/Exterior/train/train_17_ex.json:IMG_1410.JPG2530103:10,467.92,0.0,3024.0,566.56
